IndicatorCode,IndicatorName,Language
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry,EN
W13_ind_liability_C,Health warnings on smokeless tobacco packaging do not remove or diminish the liability of the tobacco industry,EN
W14_harm_effects_A,Do health warnings on cigarette packaging describe the harmful effects of tobacco use on health?,EN
W14_harm_effects_B,Do health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health?,EN
W14_harm_effects_C,Do health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health?,EN
W15_specific_hw_A,Does the law mandate specific health warnings on cigarette packaging?,EN
W15_specific_hw_B,Does the law mandate specific health warnings on other smoked tobacco packaging?,EN
W15_specific_hw_C,Does the law mandate specific health warnings on smokeless tobacco packaging?,EN
W16_number_hw_A,How many health warnings are approved by the law for cigarette packaging?,EN
W16_number_hw_B,How many health warnings are approved by the law for other smoked tobacco packaging?,EN
W16_number_hw_C,How many health warnings are approved by the law for smokeless tobacco packaging?,EN
W17_fines_A,Health warnings on cigarette packaging law requires or establishes fines for violations,EN
W17_fines_B,Health warnings on other smoked tobacco packaging law requires or establishes fines for violations,EN
W17_fines_C,Health warnings on smokeless tobacco packaging law requires or establishes fines for violations,EN
W18_misleading_terms_A,Ban on deceitful terms on cigarette packaging,EN
W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging,EN
W18_misleading_terms_C,Ban on deceitful terms on smokeless tobacco packaging,EN
W19_colours_numbers_A,Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,EN
W19_colours_numbers_B,Other smoked tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,EN
W19_colours_numbers_C,Smokeless tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,EN
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,EN
W2_pc_front_back_B,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging,EN
W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging,EN
W20_flavours_A,Cigarette packaging and labelling must not use descriptors depicting flavours,EN
W20_flavours_B,Other smoked tobacco packaging and labelling must not use descriptors depicting flavours,EN
W20_flavours_C,Smokeless tobacco packaging and labelling must not use descriptors depicting flavours,EN
W21_emissions_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,EN
W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,EN
W21_emissions_quant_C,Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,EN
W22_emissions_qual_A,Cigarette packaging and labelling must display qualitative information on relevant constituents and emissions,EN
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on relevant constituents and emissions,EN
W22_emissions_qual_C,Smokeless tobacco packaging and labelling must display qualitative information on relevant constituents and emissions,EN
W23_emissions_front_back_A,Cigarette packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas,EN
W23_emissions_front_back_B,Other smoked tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas,EN
W23_emissions_front_back_C,Smokeless tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas,EN
W24_exp_date_A,Cigarette packaging and labelling must not display expiry dates,EN
W24_exp_date_B,Other smoked tobacco packaging and labelling must not display expiry dates,EN
W24_exp_date_C,Smokeless tobacco packaging and labelling must not display expiry dates,EN
W25_quitline_number_A,The quit line number must appear on cigarette packaging or labelling,EN
W25_quitline_number_B,The quit line number must appear on other smoked tobacco packaging or labelling,EN
W25_quitline_number_C,The quit line number must appear on smokeless tobacco packaging or labelling,EN
W26_plain_packaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).,EN
W26_plain_packaging_B,Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).,EN
W26_plain_packaging_C,Plain packaging of smokeless tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).,EN
W27_smokeless_prod_ban,The sale of all smokeless tobacco products is completely banned,EN
W3_pc_front_A,Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging,EN
W3_pc_front_B,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging,EN
W3_pc_front_C,Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging,EN
W4_pc_back_A,Percentage of principal display area mandated to be covered by health warnings - back of cigarette packaging,EN
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,EN
W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging,EN
W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package,EN
W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package,EN
W5_top_side_C,Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package,EN
W6_font_A,"Does the law mandate font style, font size and colour of health warnings on cigarette packaging?",EN
W6_font_B,"Does the law mandate font style, font size and colour of health warnings on other smoked tobacco packaging?",EN
W6_font_C,"Does the law mandate font style, font size and colour of health warnings on smokeless tobacco packaging?",EN
W7_rotation_A,Are the health warnings on cigarette packaging rotating?,EN
W7_rotation_B,Are the health warnings on other smoked tobacco packaging rotating?,EN
W7_rotation_C,Are the health warnings on smokeless tobacco packaging rotating?,EN
W8_princ_langs_A,Are the health warnings on cigarette packaging written in the principal language(s) of the country?,EN
W8_princ_langs_B,Are the health warnings on other smoked tobacco packaging written in the principal language(s) of the country?,EN
W8_princ_langs_C,Are the health warnings on smokeless tobacco packaging written in the principal language(s) of the country?,EN
W9_no_obscure_A,Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps,EN
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,EN
W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps,EN
wast5,Wasting prevalence in children aged < 5 years (%),EN
WHOSIS_000001,Life expectancy at birth (years),EN
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),EN
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),EN
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),EN
WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),EN
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),EN
WHOSIS_000014,Stillbirth rate (per 1000 total births),EN
WHOSIS_000015,Life expectancy at age 60 (years),EN
WHS_PBR,Preterm birth rate (per 100 live births),EN
WHS10_8,Civil registration coverage of cause-of-death (%),EN
WHS10_9,Ill-defined causes in cause-of-death registration (%),EN
WHS2_126,Distribution of years of life lost by major cause group,EN
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),EN
WHS2_138,Deaths due to HIV/AIDS (per 100 000 population),EN
WHS2_152,Deaths due to malaria (per 100 000 population),EN
WHS2_160,Age-standardized mortality rate by cause (per 100 000 population) - Cancer,EN
WHS2_161,Age-standardized mortality rate by cause (per 100 000 population) - Cardiovascular,EN
WHS2_174,Distribution of years of life lost by broader causes (%) - Injuries,EN
WHS3_41,Diphtheria - number of reported cases,EN
WHS3_42,Japanese encephalitis - number of reported cases,EN
WHS3_43,Pertussis - number of reported cases,EN
WHS3_45,Number of new leprosy cases,EN
WHS3_46,Total tetanus - number of reported cases,EN
WHS3_49,Poliomyelitis - number of reported cases,EN
WHS3_50,Yellow fever - number of reported cases,EN
WHS3_522,Number of reported cases of tuberculosis,EN
WHS3_53,Mumps - number of reported cases,EN
WHS3_55,Congenital Rubella Syndrome - number of reported cases,EN
WHS3_56,Neonatal tetanus - number of reported cases,EN
WHS3_57,Rubella - number of reported cases,EN
WHS3_62,Measles - number of reported cases,EN
WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),EN
WHS4_106,Children aged < 5 years with pneumonia symptoms taken to a healthcare provider (%),EN
WHS4_111,Antenatal care coverage - at least one visit (%),EN
WHS4_111_AGE1519,"Antenatal care coverage - at least one visit, among girls aged 15-19 (%)",EN
WHS4_115,Births by caesarean section (%),EN
WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),EN
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),EN
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),EN
WHS4_154,Antenatal care coverage - at least four visits (%),EN
WHS4_543,BCG immunization coverage among 1-year-olds (%),EN
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),EN
WHS5_512,Population using solid fuels (%),EN
WHS6_100,Radiotherapy units (per 1 000 000 population),EN
WHS6_101,Median availability of selected generic medicines (%) - Private,EN
WHS6_102,Hospital beds (per 10 000 population),EN
WHS6_116,Median consumer price ratio of selected generic medicines - Private,EN
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),EN
W-MM_Group,Anti-tobacco mass media campaigns,EN
WSH_1,SDG 3.9.2 WASH deaths,EN
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",EN
WSH_10_HYG,Number of diarrhoea deaths from inadequate hygiene,EN
WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation,EN
WSH_10_WAT,Number of diarrhoea deaths from inadequate water,EN
WSH_2,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",EN
WSH_20,"Attributable fraction of diarrhoea to inadequate water, sanitation and hygiene",EN
WSH_20_HYG,Attributable fraction of diarrhoea to inadequate hygiene,EN
WSH_20_SAN,Attributable fraction of diarrhoea to inadequate sanitation,EN
WSH_20_WAT,Attributable fraction of diarrhoea to inadequate water,EN
WSH_3,"Water, sanitation and hygiene attributable deaths per 100'000 capita",EN
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",EN
WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,EN
WSH_30_SAN,Number of diarrhoea DALYs from inadequate sanitation,EN
WSH_30_WAT,Number of diarrhoea DALYs from inadequate water,EN
WSH_4,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",EN
WSH_5,"Water, sanitation and hygiene attributable DALYs ('000)",EN
WSH_6,"Water, sanitation and hygiene attributable DALYs ('000) in children under 5 years",EN
WSH_7,"Water, sanitation and hygiene attributable DALYs per 100'000 capita",EN
WSH_8,"Water, sanitation and hygiene  attributable DALYs per 100'000 children under 5 years",EN
WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),EN
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),EN
WSH_SANITATION_OD,Population practising open defecation (%),EN
WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%),EN
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),EN
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),EN
NCD_CCS_ARB,General availability of Angiotensin II receptor blockers (ARBs) in the public health sector,EN
NCD_CCS_CRD_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of chronic respiratory diseases,EN
NCD_CCS_MORT_TARGET,Existence of a national target on NCD mortality,EN
IHRSPAR_CAPACITY01,Legislation and Financing,EN
bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),EN
R_Price_lowest_cost_ppp,Cheapest brand of cigarettes - price in PPP$,EN
ASSISTIVETECH_SOURCESOFAT,Sources of assistive products (%),EN
MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases,EN
O_Cytisine_sold,Cytisine - legally sold,EN
NCD_CCS_PA_POL_WORK,Existence of policy promoting physical activity: workplace initiatives,EN
FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",EN
IHRSPAR_CAPACITY13,Radiation Emergencies,EN
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)",EN
Yth_curr_cig_smoking,Prevalence of current cigarette smoking among adolescents (%),EN
NCD_CCS_ESS_MEDS_TECH_TARGET,Existence of a national target on essential medicines and technologies,EN
MALARIA_IMPORTED,Number of imported malaria cases,EN
R_earmarking,Reported use of earmarked tobacco taxes,EN
IHRSPAR_CAPACITY03,Zoonotic Events and the Human-animal Interface,EN
IHRSPAR_CAPACITY07,Human Resources (SPAR),EN
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),EN
IHRSPAR_CAPACITY06,Surveillance (SPAR),EN
MALARIA_ITN_COVERAGE,"Population with access to an insecticide-treated bed net (ITN) for malaria protection (%), modelled",EN
Adult_curr_smokeless,Prevalence of current smokeless tobacco use among adults (%),EN
Yth_nonsmoked_svy_title,Name of latest youth prevalence survey (nonsmoked),EN
RADON_Q501_1,Reference level for dwellings (Bq/m3),EN
CARE_SOURCE,Care-seeking by type of patient and source of care (%),EN
E_compl_e10,Compliance with ban on promotional discounts (score),EN
NCD_CCS_TOB_SVY,"Has conducted a recent, national adult risk factor survey covering tobacco use",EN
Adult_nonsmoked_national,Representation of latest adult prevalence survey (nonsmoked),EN
Yth_nonsmoked_svy_yr,Year of latest youth prevalence survey (nonsmoked),EN
E_compl_e14,Compliance with ban on appearance of tobacco products in TV and/or films (score),EN
FINPROTECTION_IMP_P310_LEVEL_MILLION,Total population pushed  further below the $3.20 a day poverty line by household health expenditures (millions),EN
NCD_CCS_PA_GUIDELINES_OLDADULTS,Existence of national guidelines for physical activity for older adults,EN
P_compl_p1,Compliance with smoke-free health-care facilities law (score),EN
RADON_Q503,Existence of national reference level for workplaces,EN
NCD_CCS_ALC_TARGET,Existence of a national target on alcohol,EN
NCD_CCS_PA_SVY,"Has conducted a recent, national adult risk factor survey covering physical inactivity",EN
NCD_CCS_PA_POL_WALKBIKE,Existence of policy promoting physical activity: walking and cycling,EN
MALARIA_EST_DEATHS,Estimated number of malaria deaths,EN
FINPROTECTION_IMP_P310_POP,Population pushed further below the $3.20 a day poverty line by household health expenditures (%),EN
R_Price_mp_estimate_ppp,Most sold brand of cigarettes - price in PPP$,EN
P_compl_p4,Compliance with smoke-free government facilities law (score),EN
W21_emissions_quant_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,EN
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),EN
MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk),EN
IHRSPAR_CAPACITY10,Risk Communication (SPAR),EN
E23_vending_machines,Ban on tobacco vending machines,EN
E22_subnational_authority_exists,"Subnational bans on tobacco advertising, promotion and sponsorship authority exists",EN
AIR_71,Ambient air pollution attributable DALYs in children under 15 years,EN
ASSISTIVETECH_Q06,Workforce availability for assistive technology,EN
SDGIPV,Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months,EN
SDGHEALTHFACILITIESESSENTIALMEDS,Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis,EN
NCD_CCS_bone_marrow,General availability of bone marrow transplantation in the public health system,EN
RADON_Q502_1,Reference level for buildings with high public occupancy (Bq/m3),EN
NCD_CCS_CHOL_SVY,"Has conducted a recent, national adult risk factor survey covering raised total cholesterol",EN
NCD_CCS_DRUG_THERAPY_TARGET,Existence of a national target on drug therapy and counselling,EN
IHRSPAR_CAPACITY11,Points of Entry (SPAR),EN
NCD_CCS_PBCR,Existence of population-based cancer registry,EN
HEMOGLOBINLEVEL_CHILDREN_MEAN,Mean hemoglobin level of children aged 6-59 months,EN
Adult_nonsmoked_age_grp,Age range of latest adult prevalence survey (nonsmoked),EN
GASPRP,Reporting countries,EN
R_Price_lowest_cost_estimate,Cheapest brand of cigarettes - price in currency reported,EN
NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",EN
Yth_daily_smokeless,Prevalence of daily smokeless tobacco use among adolescents (%),EN
ASSISTIVETECH_Q07,Availability of education/training for assistive technology,EN
E_compl_e_all_indir,Overall compliance with bans on promotion and sponsorship (score),EN
HEMOGLOBINLEVEL_PREGNANT_MEAN,Mean hemoglobin level of pregnant women (aged 15-49 years),EN
ASSISTIVETECH_Q08,Existence of financial mechanisms for assistive technology,EN
RADON_Q202,Existence of any subnational radon activity,EN
cpmowho,Contraceptive prevalence - use of modern methods (%),EN
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",EN
E_compl_all_dir,Overall compliance with bans on direct advertising (score),EN
Adult_svy_national,Representativeness of most recent survey of adults,EN
IHRSPAR_CAPACITY02,IHR Coordination and National IHR Focal Point Functions,EN
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,EN
MALARIA_EST_CASES,Estimated number of malaria cases,EN
P_compl_p5,Compliance with smoke-free indoor offices law (score),EN
IHRSPAR_CAPACITY12,Chemical Events,EN
Adult_curr_e-cig,Prevalence of current e-cigarette use among adults (%),EN
FINPROTECTION_IMP_PRELPL_POP,Population pushed further  below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%),EN
IHRSPAR_CAPACITY05,Laboratory (SPAR),EN
MALARIA_SUSPECTS,Number of suspected malaria cases,EN
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,EN
NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",EN
IHRSPAR_CAPACITY08,National Health Emergency Framework,EN
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",EN
O_Cytisine_where,Cytisine - place available,EN
vbcg,BCG immunization coverage among one-year-olds (%),EN
SDGIPV12M,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months,EN
NCD_CCS_TEL_HYDRO_COMBO,General availability of Fixed dose combination avail (telmisartan + hydrochlorothiazide) in the public health sector,EN
MALARIA_INDIG_STATUS,Status of indigenous malaria cases,EN
NCD_CCS_FOOD_TAX,"Existence of tax on foods high in fat, sugars or salt",EN
MH_27,Publication year of the policy or plan (latest revision),EN
HIV_0000000028,"Estimated number of tests performed where results were received by a person (testing volume), estimated number per 1000 population",EN
NCD_CCS_EyePlan,Existence of operational policy/strategy/action plan for eye health,EN
NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized",EN
MALARIA_PV_INDIG,Number of indigenous P. vivax malaria cases,EN
AMR_INFECT_MRSA,"Proportion of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA), median (%)",EN
NCD_CCS_PA_GUIDELINES_5to19,Existence of national guidelines for physical activity for children and adolescents aged 5-19,EN
IMMUNIZATION_VACCINATIONCARDSSEEN,Proportion of vaccination cards seen (%),EN
GASPRSCFM,Proportion of isolates with decreased susceptibility or resistance (DS/R) to cefixime reported to WHO-GASP,EN
NCD_CCS_CANCER_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cancer,EN
MALARIA_INDIG,Number of indigenous malaria cases,EN
RADON_Q707,Inclusion of radon education for building professionals,EN
NCD_CCS_PA_POL_CHILDCARE,Existence of policy promoting physical activity: childcare settings,EN
ASSISTIVETECH_Q10,Existence of initiatives/collaborations on assistive technology,EN
MALARIA_CONF_CASES,Number of confirmed malaria cases,EN
E_compl_e12,Compliance with ban on indentifying non-tobacco products with tobacco brand names (score),EN
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),EN
ASSISTIVETECH_SATISFACTIONACTIVITIES,Satisfaction with assistive products for different environments and activities (%),EN
E_compl_e6,Compliance with ban on advertising at point of sale (score),EN
MALARIA_RDT_TEST,Number of malaria suspects examined by rapid diagnostic test (RDT),EN
NCD_CCS_BPmsmt,General availability of blood pressure measurement at the primary health care level,EN
NCD_CCS_BP_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood pressure/hypertension",EN
uwgt5,Underweight prevalence in children aged < 5 years (%) (Health inequality monitor),EN
CARE_SEEK,Care-seeking by type of patient and source of care (%) (see CARE_SOURCE),EN
NTD_BU_END,Status of endemicity of buruli ulcder,EN
P_compl_p6,Compliance with smoke-free restaurants law (score),EN
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),EN
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",EN
FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)",EN
RADON_Q605,Authorization/accreditation required for official radon measurement providers,EN
Adult_daily_smokeless,Prevalence of daily smokeless tobacco use among adults (%),EN
E17a_csr_ban,Ban on Corporate Social Responsibility activities (CSR),EN
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),EN
NCD_CCS_ALC_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of alcohol use disorders,EN
ASSISTIVETECH_SATISFACTIONSERVICES,Satisfaction with assistive products and related services (%),EN
NCD_CCS_diab_retin,General availability of diabetic retinopathy screening in the public health system,EN
ASSISTIVETECH_BARRIERAT,Barriers to accessing assistive products (%),EN
NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude",EN
E_compl_e5,Compliance with ban on billboard and outdoor advertising (score),EN
NCD_CCS_PA_POL_PUBLIC,Existence of policy promoting physical activity: public open spaces,EN
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),EN
HIV_0000000027,Reported number of tests performed where results were received by a person (testing volume),EN
NCD_CCS_CVD_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cardiovascular diseases,EN
NCD_CCS_PA_TARGET,Existence of a national target on physical inactivity,EN
NCD_CCS_OVWT_SVY,"Has conducted a recent, national adult risk factor survey covering overweight and obesity",EN
NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized",EN
E_compl_e3,Compliance with ban on advertising in local magazines and newspapers (score),EN
Youth_svy_age_range,Age range of most recent adolescent survey,EN
NCD_CCS_PA_MASS_PART,Implementation of a recent mass participation event,EN
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",EN
P_compl_p2,Compliance with smoke-free education facilities except universities law (score),EN
Adult_survey_title,Title of most recent survey of adults,EN
RADON_Q305,Existence of national radon map,EN
FINPROTECTION_IMP_PREL_LEVEL_MILLION,Total population pushed   further  below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (millions),EN
ASSISTIVETECH_TRAVELDISTANCEAT,Travel distance to obtain assistive products (%),EN
SRHINSTITUTIONALBIRTH,Institutional Births (birth taken place in a facility) (%),EN
FINPROTECTION_IMP_NPRELPL_POP,Population pushed below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%),EN
NCD_CCS_TOB_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of tobacco dependence,EN
FAMILYPLANNINGUNPDUHC,"Women of reproductive age (15−49 years) who are married or in-union who have their need for family planning satisfied with modern methods (%), UNPD",EN
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),EN
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),EN
AMR_INFECT_ECOLI,"Proportion of bloodstream infection due Escherichia coli resistant to 3rd-generation cephalosporin, median (%)",EN
SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),EN
E_compl_e9,Compliance with ban on free distribution in mail or through other means (score),EN
Yth_daily_tob_smoking,Prevalence of daily tobacco smoking among adolescents (%),EN
NCD_CCS_OBES_TARGET,Existence of a national target on obesity,EN
LBW_NUMBER,Low birth weight (in thousands),EN
LBW_PREVALENCE,"Low birth weight, prevalence (%)",EN
ASSISTIVETECH_TOTALNEED,Prevalence of need of assistive products (%),EN
OHS_POLICYSTATUS,Existence of national policy instruments for occupational health and safety for health workers,EN
FINPROTECTION_IMP_P190_LEVEL_SH,Total population pushed further below the $1.90 a day poverty line by household health expenditures (%),EN
FINPROTECTION_IMP_NP_REL_LEVEL_MILLION,Total population pushed below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (millions),EN
AIR_73,Ambient air pollution attributable YLL in children under 15 years,EN
AMRGLASS_SURVL04,Number of surveillance sites reporting to GLASS: In- and outpatient facilities,EN
NCD_CCS_cancer_surgery,General availability of cancer surgery in the public sector,EN
FINPROTECTION_IMP_P310_LEVEL_SH,Total population pushed  further  below the $3.20 a day poverty line by household health expenditures (%),EN
CHILDVIOL,Indicator 16.2.1: Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,EN
GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,EN
Camp_media_monitor,Process evaluation was employed to assess implementation of the campaign,EN
NCD_CCS_CANCER_DEPT,General availability of cancer centres or cancer departments at tertiary level in the public sector,EN
GASPRSCIP,Proportion of isolates with resistance to ciprofloxacin reported to WHO-GASP,EN
NCD_CCS_PA_GUIDELINES_UNDER5,Existence of national guidelines for physical activity for children under 5,EN
MALARIA_ACT_TREATED,Number of malaria cases treated with artemisinin-based combination therapies (ACTs),EN
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6–59 months with anaemia (thousands),EN
NCD_CCS_PA_POL_COMM_BASED,Existence of policy promoting physical activity: community-based and sports initiatives,EN
VACCINEPREVENTABLE_WILDPOLIO,Number of reported cases of poliomyelitis by wild poliovirus (WPV),EN
Adult_curr_tob_smoking,Prevalence of current tobacco smoking among adults (%),EN
MALARIA_MICR_POS,Number of malaria positive cases by microscopy,EN
Yth_curr_smokeless,Prevalence of current smokeless tobacco use among adolescents (%),EN
P_compl_p7,Compliance with smoke-free pubs and bars law (score),EN
Adult_curr_cig_smoking,Prevalence of current cigarette smoking among adults (%),EN
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),EN
Yth_daily_cig_smoking,Prevalence of daily cigarette smoking among adolescents (%),EN
ASSISTIVETECH_Q04,Existence of responsible ministry/authority on assistive technology,EN
GASPRSCRO,Proportion of isolates with decreased susceptibility or resistance (DS/R) to ceftriaxone reported to WHO-GASP,EN
NCD_CCS_HearingPlan,Existence of operational policy/strategy/action plan for hearing health,EN
Yth_nonsmoked_national,Representation of latest youth prevalence survey (nonsmoked),EN
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),EN
SDGODAWS,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (current US$ millions),EN
Youth_svy_yr,Year of most recent adolescent survey,EN
NCD_CCS_path_lab,General availability of pathology services (laboratories) in the public sector,EN
IHRSPAR_CAPACITY09,Health Service Provision,EN
Adult_curr_tob_use,Prevalence of current tobacco use among adults (%),EN
ASSISTIVETECH_Q01,Existence of legislation on access to assistive technology,EN
GASPRSAZM,Proportion of isolates with resistance to azithromycin reported to WHO-GASP,EN
Yth_daily_e-cig,Prevalence of daily e-cigarette use among adolescents (%),EN
